question,answer,label
What is  Achondroplasia?, ,1
What do nerve-associated peripheral glial progenitors give rise to?,Parasympathetic neurons,1
What is the results of inactivated ANGPLT3?,recessive hypolipidemia,1
Which disease is treated with semaglutide?,type 2 diabetes mellitus,1
What is the inheritance of the glucose-6-phosphate dehydrogenase (G6PD) deficiency?,recessive X-linked inheritance,1
Which enzyme is inhibited by ribociclib?,CDK4/6,1
What tissue is commonly affected in Marfan's syndrome,connective tissue,1
Which disease is treated with ZMapp?,Ebola virus disease,1
What happens to H2AX upon DNA bouble strand breaks?, ,1
What is the effect of the direct interaction of Ikaros and Foxp1 in B-lymphocytes?, ,1
Which is the main abnormality that arises with Sox9 locus duplication?,Autosomal XX sex reversal,1
To which disease does the loss of CD28 expression by liver-infiltrating T cells contribute?,primary sclerosing cholangitis,1
What is the indication of ARCALYST?,cryopyrin-associated periodic syndromes (CAPS) disorders,1
Which syndrome is caused by deletion of Pds5b in mice?,Cornelia de Lange syndrome.,1
What is the genus for the common European honey bee?,Apis,1
What is the enzymatic activity of PARL?, ,1
Which miRNA is targeted by SRY/Sox9?,miR-138,1
What is the applicability of the No Promoter Left Behind method?, ,1
Which gene mutations cause the Marfan syndrome?,FBN1,1
Which gene controls the expression of GATA-1 isoforms?,PU.1,1
What is the inheritance of Barth syndrome?, ,1
What alternate indication has Vanoxerine been repositioned for?,atrial fibrillation and flutter,1
Symptoms of which disorder are evaluated with the Davidson Trauma Scale?,post-traumatic stress disorder,1
How many topological associated domains are contained in the human Hox cluster?,2,1
Where is the TAZ (G4.5) is located in humans?,Xq28,1
What percentage of rheumatoid arthritis patients are responsive to anti-TNF therapy?,50-60%,1
What condition is usually represented by the acronym SUDEP?,Sudden Unexpected Death in Epilepsy (SUDEP),1
Which disease can be categorized using the Koos grading system?,vestibular schwannoma,1
Where is base J found in the genome of Leishmania tarentolae?,telomeric repeats,1
Which tool is available for predicting regulatory interactions from ChIP-seq data?,CisMapper,1
Which is the main cause of the Patau syndrome?, ,1
Which protein is the main marker of Cajal bodies?,Coilin,1
Which mutated gene causes the Chédiak–Higashi Syndrome?,lysosomal trafficking regulator gene,1
The pathogen Fusarium graminearum affects what type of plant species?,cereal crops,1
Which R package could be used for the identification of pediatric brain tumors?,MethPed,1
What is the indication for Mirabegron?,Overactive Bladder Syndrome,1
Which class of genes are mutated in Diamond Blackfan Anemia patients?,ribosomal protein genes,1
Which R / bioconductor package is used for enrichment analysis of genomic regions?,LOLA,1
How are Arboviruses transmitted?, ,1
Which is the major RNA editing enzyme in Drosophila melanogaster?,ADAR,1
Which protein is associated with hyperemesis gravidarum during pregrancy?,Human chorionic gonadotropin,1
Which bacterium has the smallest genome in base pairs yet found?,Nasuia deltocephalinicola,1
"Angelman syndrome is associated with deletion of a part of Chromosome 15 but if the deletion occurs in the paternally inherited chromosome 15, what is the disease?",Prader-Willi Syndrome,1
What is the phenotype of people carrying mutations in the gene PRDM12?,congenital insensitivity to pain,1
Which cellular function is associated with transcription factors forkhead 1 and 2 (Fkh1 and Fkh2)?, ,1
"What type of genome, (RNA or DNA, double stranded single stranded) is found in the the virus that causes blue tongue disease?", ,1
"What is a ""chemobrain""?","The term ""chemobrain"" is sometimes used to denote deficits in neuropsychological functioning that may occur as a result of cancer treatment.",1
Borden classification is used for which disease?,cranial dural arteriovenous fistula,1
Which effects create neighborhoods of transcriptional regulation in eukaryotes?,Enhancer Sharing,1
What is the indication for valbenazine?,Valbenazine granted breakthrough drug status for treating tardive dyskinesia.,1
How many times is CLAST faster than BLAST?,80.8 times,1
What is the role of DNA Repair Cofactors ATMIN and NBS1?, ,1
What is a miR?,MiRs are small (~23 nt) noncoding RNAs,1
What organism causes tularemia?,Francisella tularensis,1
"Which server is used for generating modes of pseudo components of DNA, RNA and protein sequences?",Pse-in-One,1
What is the role of TAD protein domain?,transcription activation domain,1
What is the cause of Tardive dyskinesia?,Tardive dyskinesia (TD) is a movement disorder characterized by abnormal involuntary facial movements induced by chronic therapy with classical antipsychotic medications.,1
Which method is used for prediction of novel microRNA genes in cancer-associated genomic regions?,SSCprofiler,1
From which cell type is leptin secreted?,adipocytes,1
Which tool is used for the identification of recurrent variants in noncoding regions?,LARVA,1
What body parts are also known as phalanges?, ,1
Which disease is treated with lucinactant?,respiratory distress syndrome,1
"Which mushroom is poisonous, Amanita phalloides or Agaricus Bisporus",Amanita Phalloides,1
Which enzyme is inhibited by ixazomib?,proteasome,1
Which is the most common gene signature in Rheumatoid Arthritis patients?,IFN signature,1
Hy's law measures failure for what organ?,Liver,1
Which type of genes are modulated by SATB1?, ,1
Which transcription factor is considered as a master regulator of lysosomal genes?,transcription factor EB (TFEB),1
From which sequence does the Alu repeat originate from?,7SL RNA,1
Which peptide plays a pivotal role in human cystatin C fibrillization?,LQVVR,1
Which is the main difference between Alu and B1 repeats?, ,1
Which domain of TIA-1 is necessary for stress granule assembly?, ,1
What is the RESID database?,"The RESID Database of Protein Modifications is a comprehensive collection of annotations and structures for protein modifications and cross-links including pre-, co-, and post-translational modifications",1
Which is the most common editing modification in eukaryotic mRNA?,A-to-I,1
Which signaling pathway is activating the dishevelled proteins?,Wnt signaling,1
Which protein is required for Argonaute 2 recruitment to stress granules and P-bodies?,Hsp90,1
Which molecule is targeted by Daratumumab?,CD38,1
Which is the enzyme that degrades decapped mRNAs?,XRN1,1
Which syndrome is associated with mutant DVL1?,Robinow syndrome,1
Name monoclonal antibody against SLAMF7.,signaling lymphocytic activation molecule-F7,1
How many genes are imprinted in the human genome?, fewer than 100,1
What is the Pfam database?, ,1
Idarucizumab is an antidote of which drug?,dabigatran,1
Do A-type lamins bind euchromatin or heterochromatin?,both euchromatin and heterochromatin,1
What molecule is targeted by suvorexant?,orexin,1
What is the molecular function of the Chd1 protein?, ,1
Which eye condition is managed by the athens protocol?,Keratoconus,1
Which R/bioconductor package utilizes the Hilbert curve in order to visualize genomic data?,HilbertVis,1
Which pathway is activated by ficolin-3?,lectin complement pathway,1
What enzyme is inhibied by Opicapone?,catechol-O-methyltransferase,1
What is the application of the Bimolecular Fluorescence Complementation (BiFC) assay in Drosophila embryos?, ,1
Which genome browser database for DNA shape annotations is available?,GBshape,1
What is targeted by Palbociclib?,Epidermal growth factor receptor,1
Galassi classification is used for which disorder?,arachnoid cyst,1
Which interleukin is blocked by Siltuximab?,interleukin-6,1
GV1001 vaccine targets which enzyme?,human telomerase reverse transcriptase,1
How many periods of regulatory innovation led to the evolution of vertebrates?,Three,1
Name synonym of Acrokeratosis paraneoplastica.,Bazex syndrome,1
Orteronel was developed for treatment of which cancer?,castration-resistant prostate cancer,1
Where is the protein Pannexin1 located?,plasma membrane,1
What is the mode of inheritance of Wilson's disease?,autosomal recessive,1
What is the mode of inheritance of Facioscapulohumeral muscular dystrophy (FSHD)?,autosomal dominant,1
What kind of chromatography is HILIC?,hydrophilic interaction chromatography,1
What is the structural fold of bromodomain proteins?,all-alpha-helical fold,1
Which MAP kinase phosphorylates the transcription factor c-jun?,c-Jun NH2-terminal kinase,1
Which fusion protein is involved in the development of Ewing sarcoma?,EWS/FLI1,1
Treatment of which disease was investigated in the MR CLEAN study?,acute ischemic stroke,1
Which enzyme is targeted by Evolocumab?,proprotein convertase subtilisin/kexin type 9,1
What is the methyl donor of DNA (cytosine-5)-methyltransferases?,S-adenosyl-L-methionine,1
Mutation of which gene is implicated in the familial isolated pituitary adenoma?,aryl hydrocarbon receptor interacting protein,1
GV1001 vaccine targets which enzyme?,human telomerase reverse transcriptase,1
Which is the E3 ubiquitin ligase which ubiquitinates IkB leading to its proteasomal degradation?,SCF(β-TrCP),1
Mutation of which gene is implicated in the Brain-lung-thyroid syndrome?,thyroid transcription factor 1,1
Which enzyme is targeted by the drug Imetelstat?,human telomerase,1
What is the method FASP used for?,Proteomic sample preparation,1
Which transcription factor is considered as a master regulator of lysosomal genes?,transcription factor EB (TFEB),1
Which is the human selenoprotein that contains several Se-Cys residues?,selenoprotein P,1
Which package is available for analysing genomic interactions in R/Bioconductor?,r3Cseq,1
How many clinical trials for off-label drugs in neonates are cited in the literature.,0,1
What enzyme is inhibied by Opicapone?,catechol-O-methyltransferase,1
Which is the genetic basis of Spinal Muscular Atrophy (SMA)?,"The molecular genetic basis of spinal muscular atrophy (SMA), an autosomal recessive neuromuscular disorder, is the loss of function of the survival motor neuron gene (SMN1)",1
Which is the third subunit of the TSC1-TSC2 complex upstream of mTORC1?,TBC1D7,1
"What are 'vildagliptin', 'sitagliptin', 'saxagliptin', 'alogliptin', 'linagliptin', and 'dutogliptin'?",Dipeptidyl peptidase-4 (DPP-4) inhibitors,1
What is needed for MMP proteins to be functional?,zinc,1
Which is the most known bacterium responsible for botulism (sausage-poisoning)?,Clostridium botulinum,1
What is the association of spermidine with α-synuclein neurotoxicity?,Spermidine protects against α-synuclein neurotoxicity,1
Where is the histone variant CENPA preferentially localized?,centromeres,1
Which is the cellular localization of the protein Opa1?,mitochondrial intermembrane space,1
Which genome browser database for DNA shape annotations is available?,GBshape,1
What is the enzymatic activity of the breast cancer associated gene BRCA1?,E3 ubiquitin ligase activity,1
Which metabolite activates AtxA?,CO2,1
Which amino acid residue appears mutated in most of the cases reported with  cadasil syndrome?,cysteine,1
Is the transcriptional regulator BACH1 an activator or a repressor?,repressor,1
"What is the disease in which patients are sensitive to DNA crosslinking agents, presenting with a high frequency of chromosomal aberrations?",Fanconi anemia,1
How is oprozomib administered?,orally,1
Which syndrome is associated with mutant DVL1?,Robinow syndrome,1
What is the target of the drug Olaparib?,poly(ADP-ribose) polymerase,1
Inhibition of which transporter is the mechanism of action of drug Canagliflozin?,Sodium glucose co-transporter 2,1
Which gene strand is targeted by transcription-coupled repair (TCR)?,the transcribed strand,1
Which is the branch site consensus sequence in U12-dependent introns?,UUCCUUAAC,1
What is the suggested therapy for Mycobacterium avium infection?,"Rifampin 10 mg/kg daily, ciprofloxacin 500 mg twice daily, clofazimine 100 mg every day, and ethambutol 15 mg/kg orally daily for 24 weeks, with or without amikacin 10 mg/kg intravenously or intramuscularly 5 days weekly for the first 4 weeks",1
Which enzyme does MLN4924 inhibit?,NEDD8-activating enzyme,1
Which protein has been found to interact with phospholamban (PLN) and is also an anti-apoptotic protein?,The HS-1 associated protein X-1,1
What is the generic name of Gliolan?,5-aminolevulinic acid,1
"What is the causative agent of the ""Panama disease"" affecting bananas?",Fusarium oxysporum f. sp. cubense,1
Which biomarker is widely used in the diagnosis of Ewing sarcoma?,CD99,1
Name monoclonal antibody against SLAMF7.,signaling lymphocytic activation molecule-F7,1
Which enzyme deficiency can cause GM1 gangliosidoses?,β-galactosidase,1
What is the characteristic feature of the Dyke-Davidoff-Masson syndrome.,cerebral hemiatrophy,1
Which gene is involved in the development of Barth syndrome?,tafazzin (TAZ) gene,1
How many genera comprise the Flaviviridae family?,three,1
Mutation of which gene is associated with Achondroplasia?,fibroblast growth factor receptor 3 (FGFR3),1
Which type of lung cancer is the most strongly associated with Lambert-Eaton syndrome?,small-cell lung cancer,1
The antibodies MK-3475 and CT-011 have shown promising results in treating malignancies. Which protein are they targeting?,PD-1,1
What family do mDia proteins belong in?,mDia proteins are members of the formin family,1
"Which is the most common measure of differences between dinucleotide relative abundance ""genomic signatures""",delta-distance,1
Name a method for enrichment of arginine-methylated peptides.,immunoaffinity purification,1
Rindopepimut is an analog of which growth factor?,EGFRvIII,1
From which tissue was the NCI-H520 cell-line derived?,squamous cell carcinoma,1
What is the incidence of Edwards syndrom in the european population?,1:5000,1
What is the substrate of the microbial enzyme inulinase?,"The inulinase acts on the beta-(2,1)-D-fructoside links in inulin releasing D-fructose.",1
"What tyrosine kinase, involved in a Philadelphia- chromosome positive chronic myelogenous leukemia, is the target of Imatinib (Gleevec)?",BCR-ABL,1
When was empagliflozin FDA approved?,2014,1
Which R/bioconductor package is used for integrative genomics visualizations?,Sushi.R,1
How many genes are imprinted in the human genome?, fewer than 100,1
Gene silencing can be achieved by RNA interference (RNAi) in eukaryotic organisms. What is the name of the analogous process in prokaryotic organisms?,CRISPR-Cas,1
Which is the most common cause of sudden cardiac death in young athletes?,hypertrophic cardiomyopathy,1
Which gene is involved in Giant Axonal Neuropathy?,GAN gene,1
How many TAp73 isoforms have been identified in humans?,7,1
Which is the  subcellular localization of ERAP2?,luminal side of the endoplasmic reticulum,1
From which tissue was the NCI-H520 cell-line derived?,lung,1
Which deficiency is the cause of restless leg syndrome?,iron,1
What histone modification is recognized by the bromodomain?,acetylated lysines,1
How many periods of regulatory innovation led to the evolution of vertebrates?,Three,1
Which hormone abnormalities are common in Williams syndrome ?,Thyroid,1
Which residue of alpha-synuclein was found to be phosphorylated in Lewy bodies?,serine 129,1
What molecule is targeted by brodalumab?,interleukin-17,1
Which is the gene mutated in type 1 neurofibromatosis?,NF1,1
What is the mode of inheritance of nemaline myopathy?,autosomal dominant,1
Which syndrome is NHE6 associated with?,Christianson syndrome,1
Which virus is Cidofovir (Vistide) indicated for?,cytomegalovirus,1
What is the effect of CRD-BP on the stability of c-myc mRNA?,to protect c-myc CRD from endonucleolytic attack.,1
Against which protein is the antibody used for immonostaining of Lewy bodies raised?,alpha-synuclein,1
Which disease can be treated with Delamanid?,tuberculosis,1
What is situs inversus?,Situs inversus totalis is a rare congenital anomaly with a complete mirror image of the thoracic and abdominal organs.,1
What is the indication of Daonil (Glibenclamide)?,diabetes mellitus,1
Which is the most typical peptide sequence responsible for retrieval of endoplasmic reticulum (ER) lumenal proteins from the Golgi apparatus?,The carboxyl-terminal Lys-Asp-Glu-Leu (KDEL),1
Which molecule is targeted by a monoclonal antibody Mepolizumab?,interleukin-5,1
Which is the major symptom of the Doose syndrome?,myoclonic astatic epilepsy,1
Which eye condition is managed by the athens protocol?,Keratoconus,1
Is Rheumatoid Arthritis more common in men or women?,women,1
Which methyl-CpG-binding protein when mutant becomes the hallmark for Rett syndrome?,methyl-CpG-binding protein 2 (MeCP2),1
What is the gene mutated in the Gaucher disease?,glucocerebrosidase,1
Which disease is included as an additional feature in the Goldberg-Shprintzen syndrome?,craniosynostosis,1
Which protein is causing Netherton syndrome?,LEKTI,1
Which disease of the central nervous system is characterized by the presence of Lewy bodies?,Parkinson's disease (PD),1
Is the transcriptional regulator BACH1 an activator or a repressor?,repressor,1
What molecule is targeted by suvorexant?,orexin,1
For which type of diabetes can empagliflozin be used?,type 2 diabetes mellitus,1
What is the life expectancy of professional athletes in respect to the general population?,longer than the general population,1
Which JAK (Janus kinase) inhibitor is approved for treatment of rheumatoid arthritis?,Tofacitinib,1
How is OCT3 associated with serotonin?,serotonin clearance,1
Which signaling pathway is activating the dishevelled proteins?,Wnt signaling,1
Which is the defective protein causing the lysosomal storage disease Fabry?,alpha-galactosidase A,1
What disease in Loxapine prominently used for?,schizophrenia,1
Which antibodies cause Riedel thyroiditis?,IgG4,1
What is generic name of drug Adempas?,Riociguat,1
What is the target protein of the drug Idelalisib?,PI3K-δ,1
Which antiepileptic drug is most strongly associated with spina bifida? ,valproate,1
Which bacteria caused plague?,Yersinia pestis,1
The drug JTV519 is derivative of which group of chemical compounds?,"1,4-benzothiazepine",1
Is the long non- coding RNA malat-1 up or downregulated in cancer?,Upregulated,1
Oxantel is used for periodontitis treatment. How does it work?,Oxantel disrupts polymicrobial biofilm,1
What is apelin?,"Apelin, a small regulatory peptide, is the endogenous ligand for the apelin receptor (APJ) receptor.",1
What kind of enzyme is encoded by the proto-oncogene ABL1?,nonreceptor tyrosine kinase,1
What is the mode of inheritance of Romano Ward long QT syndrome?,autosomal dominant,1
Which gene is associated with the Mitchell-Riley syndrome?,Rfx6,1
What is the main component of the Lewy bodies?,Alpha-synuclein,1
Which is the enzyme that degrades decapped mRNAs?,XRN1,1
Which is the target protein of the drug nivolumab?,programmed death receptor-1,1
What is the functional role of the protein Drp1?,mitochondrial fission,1
Which type of myeloma is ixazomib being evaluated for?,multiple myeloma,1
To which family does the Zika virus belong?,Flaviviridae,1
Which is the molecular mechanism underlying K-ras alterations in carcinomas?,point mutations,1
What is the main symptom of Marfan syndrome patients?,aortic root dissection,1
How is myotonic dystrophy inherited?,autosomal dominant,1
Neurostimulation of which nucleus is used for treatment of dystonia?,globus pallidus internus,1
Which hormone deficiency is implicated in the Costello syndrome ?,growth hormone,1
Which is the most common CFTR mutation in Caucasians?,DeltaF508,1
Simpson grading is used to describe resection of which brain tumor?,meningioma,1
Where in the cell do we find the protein Cep135?,centrosome,1
Which enzyme is inhibited by Varespladib?,secretory phospholipase A2,1
Which protein does empagliflozin inhibit?,SGLT2,1
Which autophagy pathway is trigered by the KFERQ motif of cytosolic proteins?,Chaperone-mediated autophagy (CMA),1
Which is the phosphorylated residue in the promoter paused form of RNA polymerase II?,serine 5,1
Which is the physiological target for LeuRS translational quality control?,norvaline,1
Which is the target of the drug Denosumab?,receptor activator of nuclear factor-κB ligand,1
Which enzyme is inhibited by a drug fostamatinib?,spleen tyrosine kinase,1
In which condition was protein S100A7 originally identified?,psoriasis,1
What does the SAGA complex acronym stands for?,Spt-Ada-Gcn5-acetyltransferase,1
Which are the smallest known subviral pathogens of plants?,viroids,1
What causes Katayama Fever?,Schistosoma spp,1
Which is the database of molecular recognition features in membrane proteins?,mpMoRFsDB,1
Which database is available for the identification of chorion proteins in Lepidopteran proteomes?,LepChorionDB,1
Which kinase is inhibited by Tripolin A?,aurora A,1
Which is the cellular target of gefitinib?,epidermal growth factor receptor (EGFR),1
How many different mutations have been associated with Muenke syndrome?,one,1
DX-88 is investigational name of which drug?,Ecallantide,1
Do the Sleeping Beauty or the piggyBac transposons have higher transposition efficiency?,PiggyBac,1
Which is the most common disease attributed to malfunction or absence of primary cilia?,polycystic kidney disease (PKD),1
Treprostinil is an analogue for which prostaglandin?,Prostaglandin I(2),1
Which enzyme is deficient in Gaucher's disease?,beta glucocerebrosidase,1
Which is the most common type of pediatric cerebellar tumor?,medulloblastoma,1
Which is the E3 ubiquitin ligase of Hsp90?,Carboxyl terminus of hsc70-interacting protein (CHIP),1
"In which kingdom do microsporidia belong, according to their current classification scheme?",fungi,1
What is the effect of a defective CLN3 gene?,Batten disease,1
What is the inheritance pattern of Li–Fraumeni syndrome?,autosomal dominant,1
Which pituitary adenoma is common cause of infertility is women?,prolactinoma,1
What is the function of circular RNA?,"Recent research has revealed that circRNAs can function as microRNA (miRNA) sponges, regulators of splicing and transcription, and modifiers of parental gene expression.",1
What is the presumed key event in Fanconi anemia pathogenesis?,FANCD2 monoubiquitination,1
Which trancription factor activates the betalain pathway?,The beet Y locus encodes an anthocyanin MYB-like protein that activates the betalain red pigment pathway.,1
Is the H3K4me3 histone mark related to transcriptional initiation or elongation?,transcriptional initiation,1
What is the average diameter of intermediate filaments?,10 nm,1
Which intermediate filament (IF) protein can be used as a non-specific marker of the neuronal precursor cells of the subventricular zone?,nestin,1
Which enzyme is involved in the maintenance of DNA (cytosine-5-)-methylation?,Dnmt1,1
Which cell type has the protein Chromogranin A as marker?,neuroendocrine cells,1
Which gene harbors the mutation T790M?,EGFR,1
Which is the protein implicated in Spinocerebellar ataxia type 3?,ataxin-3,1
What does mTOR stands for?,mammalian target of rapamycin,1
Which calcium channels does ethosuximide target?,T-type calcium channels,1
What is the sedimentation coefficient of the mammalian mitoribosome?,55 S,1
Which receptor is targeted by telcagepant?,calcitonin gene-related peptide,1
Which R/bioconductor package utilizes the Hilbert curve in order to visualize genomic data?,HilbertVis,1
Which pathway is activated by ficolin-3?,lectin complement pathway,1
What is targeted by monoclonal antibody Pembrolizumab?,programmed cell death 1,1
"What is the mode of inheritance of Facioscapulohumeral muscular
dystrophy (FSHD)?",autosomal dominant,1
What is the cause of Phthiriasis Palpebrarum?,Pthirus pubis,1
Which gene is mutated in a subtype of arrhythmogenic right ventricular cardiomyopathy known as Naxos disease?,the plakoglobin gene,1
Which disorder is rated by Palmini classification?,focal cortical dysplasia,1
Which is the receptor for substrates of Chaperone Mediated Autophagy?,Lamp2a,1
What is the mode of inheritance of short QT syndrome?,autosomal dominant mode of inheritance,1
What is the reason for the narcolepsy cases developed after H1N1 influenza vaccination?,The proposed mechanism for postvaccination narcolepsy is one in which an environmental trigger causes or enhances an antibody-mediated autoimmune response in patients with a preexisting genetic susceptibility.,1
Which is the transcript responsible for X-chromosome inactivation?,Xist,1
Which domain allowing self-association do exist in TDP-43 and FUS proteins?,prion-like domain,1
What type of enzyme is peroxiredoxin 2 (PRDX2)?,antioxidant,1
Which disease is associated with the ectopic expression of the protein encoded by the gene DUX4?,Facioscapulohumeral dystrophy,1
Which G protein is essential in the formation and function of lamellipodia?,Rac1,1
What can Nothobranchius furzeri be used as a model system for?,aging research,1
Which gene is involved in CADASIL?,NOTCH3 gene,1
What are the structures formed when keratin molecules come together?,intermediate filaments,1
Which gene is associated with Muenke syndrome?,fibroblast growth factor receptor 3 (FGFR3),1
RTS S AS01 vaccine was developed to prevent which disease?,malaria,1
Which is the main regulatory molecule of SERCA2A function in the cardiac muscle?,Phospholamban,1
Which gene is responsible for the development of the Mowat-Wilson syndrome?,zfhx1b,1
Which factor interacts with Treslin/TICRR throughout the cell cycle of human cells?,MDM two binding protein (MTBP),1
Which medication should be administered when managing patients with suspected acute opioid overdose?,naloxone,1
Which type of GTPases is required for amino acid-dependent activation of mTORC1?,Heterodimeric Rag GTPases,1
What is the synonym of the lubag disease?,X-linked dystonia-parkinsonism,1
Which  is the execution time (complexity) of the Smith-Waterman algorithm for the alignment of two sequences,quadratic,1
The small molecule SEA0400 is an inhibitor of which ion antiporter/exchanger?,Na(+)/Ca(2+) exchanger,1
What is Piebaldism?,Piebaldism is a rare autosomal dominant disorder of melanocyte development characterized by a congenital white forelock and multiple symmetrical stable hypopigmented or depigmented macules.,1
Which SLC family is FLVCR1 a member of?,SLC49,1
How are ultraconserved elements called when they form clusters?,gene regulatory blocks (GRBs),1
Which disease has been associated to a disruptive ALX1 protein?,frontonasal dysplasia,1
How many selenoproteins are encoded in the human genome?,25,1
In which yeast chromosome does the rDNA cluster reside?,Chromosome XII,1
During which stage of the cell cycle is cohesin deposited on the yeast genome?,S-phase,1
Which is the neurodevelopmental disorder associated to mutations in the X- linked gene mecp2?,Rett syndrome,1
What is the link between Dax1 and Esrrb?,Dax1 associates with Esrrb and regulates its function in embryonic stem cells.,1
Which heat shock protein is found to be upregulated during Hsp90 inhibition?,HSP70,1
Which gene is responsible for the development of Sotos syndrome?,NSD1 gene,1
What is the name for anorexia in gymnasts?,Anorexia Athletica,1
What is the name of the stem loop present in the 3' end of genes encoding for selenoproteins?,SECIS,1
Which SWI/SNF protein complex subunit has been demonstrated to interact with the FANCA gene product?,BRG1,1
Do archaeal genomes contain one or multiple origins of replication?,multiple,1
Which clotting factor is inhibited by betrixaban?,Xa,1
How is bladder wall thickness measured?,ultrasound,1
LY450139 is investigational name of which drug?,Semagacestat,1
Which is the methyl donor of histone methyltransferases?,SAM,1
What is the gene frequently mutated in Multiple endocrine neoplasia 2 (MEN2) and Hisrchsprung disease?,RET,1
From which sequence does the Alu repeat originate from?,7SL RNA,1
Abnormality in which vertebral region is important in the Bertolotti's syndrome?,lumbosacral,1
What does iBAQ stand for in proteomic analysis?,intensity-based absolute quantification,1
Which glands are subject to attack by lymphocytes in Sjogren's syndrome?,the lacrimal and/or salivary glands,1
Mutations in which gene determine response to both erlotinib and gefitinib?,epidermal growth factor receptor (EGFR) gene,1
Which is the RNA sequence of the canonical polyadenylation signal?,AAUAAA,1
What is the color of the protein Ranasmurfin?,blue,1
Which histone modification is primarily linked to elongating transcription?,H3K36 trimethylation,1
Which interleukin is blocked by Siltuximab?,interleukin-6,1
ROSIER scale is used for which disorder?,stroke,1
Which bone protein is used in archaelogy for dating and species identification?,collagen,1
Which gene has been implicated in Majeed Syndrome?,LPIN2,1
Selexipag is used for which disease?,pulmonary arterial hypertension,1
What is the RESID database?,"The RESID Database of Protein Modifications is a comprehensive collection of annotations and structures for protein modifications and cross-links including pre-, co-, and post-translational modifications",1
Pridopidine has been tested for treatment of which disorder?,Huntington disease,1
Which is the chromosomal location of the gene MAOA?,Xp21-p11,1
Idarucizumab is an antidote of which drug?,dabigatran,1
Inhibition of which enzyme is mechanism of action of alisertib?,Aurora kinase,1
Which thyroid hormone transporter is implicated in thyroid hormone resistance syndrome?,MCT8,1
Which protein is affected by dusp8 activation?,JNK,1
What is the incidence of cystic fibrosis in the caucasian population?,1:2000,1
Which enzyme is inhibited by Orteronel?,CYP17A1,1
"Which gene fusion is the result of the ""philadelphia translocation"" or the ""philadelphia chromosome"" mutation?",The BCR/ABL gene fusion,1
Which syndrome is associated with OATP1B1 and OATP1B3 deficiency?,Rotor syndrome,1
Which disease is treated with Eliglustat?,Gaucher's disease type 1,1
Is APOBEC3B protein predominantly cytoplasmic or nuclear?, nuclear,1
Which tool is used for promoterome mining using CAGE data?,CAGEr,1
Aleglitazar is agonist of which receptor?,peroxisome proliferator-activated receptor-α/γ,1
Galassi classification is used for which disorder?,arachnoid cyst,1
To the ligand of which receptors does Denosumab (Prolia) bind?,RANKL,1
Which protein pathway is regulating SGK1-mediated phosphorylation of FOXO3a to control cell proliferation?,The mTOR pathway,1
What is the function of caspases?,"Caspases are intracellular proteases that propagate programmed cell death, proliferation, and inflammation.",1
How many genes outside of the MHC locus have been genetically associated to Rheumatoid Arthritis through GWAS?,more than 30,1
In which phase of cell cycle does  stress-induced transcription-associated mutagenesis (TAM) occur?,stationary phase,1
"Which tumor suppressor is referred to as ""the guardian of the genome""?",p53,1
Which drug should be used as an antidote in benzodiazepine overdose?,Flumazenil,1
What is the definitive treatment for low pressure headache?,epidural blood patch,1
Which species of bacteria did the mitochondria originate from?,Biologists agree that the ancestor of mitochondria was an alpha-proteobacterium.,1
Which disease is linked to mutations within BRAG1?,X-linked intellectual disability,1
Which is the main calcium pump of the sarcoplasmic reticulum?,sarcoplasmic reticulum Ca(2+)-ATPase,1
What is the effect of the absence of Saccharomyces cerevisiae Rrm3p?,"Lack of the yeast Rrm3p DNA helicase causes replication defects at multiple sites within ribosomal DNA (rDNA), including at the replication fork barrier (RFB).",1
What is the inheritance pattern of Apert syndrome?,autosomal dominant,1
Which is the most widely used model for the study of multiple sclerosis (MS)?,experimental autoimmune encephalomyelitis (EAE),1
What is the usual HER-2 status in breast cancer associated with Li-Fraumeni syndrome?,positive,1
Which E3 ubiquitin ligase mediates the ubiquitination and degradation of the interferon receptor type 1 (IFNAR1)?,βTrcp,1
What is the characteristic domain of histone methyltransferases?,SET domain,1
Which is the major phytoalexin in alfalfa (Medicago sativa L.)?,Medicarpin,1
Which syndrome is associated with mutations in the LYST gene?,Chediak-Higashi syndrome,1
Which protein is required for Argonaute 2 recruitment to stress granules and P-bodies?,Hsp90,1
Which pharmacogenetic test is available for abacavir?,HLA B*5701 genotyping,1
Which drug is benserazide usually co-administered with?,L-DOPA,1
What is the inheritance pattern of Catecholaminergic Polymorphic Ventricular Tachycardia (CPVT) caused by RYR2 mutations?,autosomal dominant,1
Do A-type lamins bind euchromatin or heterochromatin?,both euchromatin and heterochromatin,1
Which is the most abundant membrane protein on Earth?,Light-harvesting pigment-protein complex of Photosystem II,1
What is the most probable defect underlying triple negative breast cancer?,BRCA1 dysfunction,1
What disease is Velcade (bortezomib) mainly used for?,multiple myeloma,1
Which is the main calcium binding protein of the sarcoplasmic reticulum?,Calsequestrin,1
"What memory problems are reported in the "" Gulf war syndrome""",memory loss,1
Which molecule is targeted by Daratumumab?,CD38,1
Mention the only available genomics and developmental transcriptomics resource for the urochordate Oikopleura dioica,OikoBase,1
Which hormone receptor function is altered in patients with Donohue syndrome?,insulin,1
What is the typical rash associated with gluten ?,dermatitis herpetiformis,1
Which is the vector of Louping ill virus?,Ixodes ricinus,1
What disease is mirtazapine predominantly used for?,major depression,1
